episode,reward,epsilon,avg_loss,steps,rolling_avg
160,10.0,0.4484282034609769,0.029004862159490587,10,13.16
161,9.0,0.446186062443672,0.024097481949461833,9,13.11
162,15.0,0.4439551321314536,0.02610117234289646,15,13.17
163,17.0,0.4417353564707963,0.02269238408874063,17,13.24
164,13.0,0.43952667968844233,0.02690896291572314,13,13.21
165,25.0,0.43732904629000013,0.024519269466400147,25,13.35
166,9.0,0.4351424010585501,0.025383446779516008,9,13.29
167,8.0,0.43296668905325736,0.020140042528510094,8,13.26
168,14.0,0.43080185560799106,0.021399477097604955,14,13.3
169,15.0,0.4286478463299511,0.018358004031081995,15,13.2
170,12.0,0.42650460709830135,0.025091370878120262,12,13.16
171,14.0,0.42437208406280985,0.025598345657012293,14,13.15
172,8.0,0.4222502236424958,0.02402000955771655,8,12.93
173,12.0,0.42013897252428334,0.01853090322886904,12,12.89
174,12.0,0.4180382776616619,0.01719368629467984,12,12.85
175,8.0,0.4159480862733536,0.020638453774154186,8,12.83
176,8.0,0.41386834584198684,0.016033929481636733,8,12.81
177,24.0,0.4117990041127769,0.020059634271698695,24,12.95
178,19.0,0.40974000909221303,0.017777215640403722,19,13.04
179,8.0,0.40769130904675194,0.016173017967958003,8,13.0
180,11.0,0.40565285250151817,0.018310875970531593,11,12.98
181,11.0,0.4036245882390106,0.0205146876079115,11,12.92
182,8.0,0.4016064652978155,0.01990407006815076,8,12.91
183,16.0,0.3995984329713264,0.018717460450716317,16,12.94
184,9.0,0.3976004408064698,0.017454896924189396,9,12.87
185,9.0,0.39561243860243744,0.012857635505497456,9,12.81
186,18.0,0.3936343764094253,0.016945834866621427,18,12.76
187,10.0,0.39166620452737816,0.013631448149681091,10,12.77
188,8.0,0.3897078735047413,0.018213884788565338,8,12.71
189,8.0,0.3877593341372176,0.01570927002467215,8,12.65
190,13.0,0.3858205374665315,0.01901592156634881,13,12.6
191,9.0,0.38389143477919885,0.01729772596930464,9,12.61
192,11.0,0.3819719776053028,0.01932960528541695,11,12.59
193,10.0,0.3800621177172763,0.018974460987374188,10,12.58
194,11.0,0.37816180712868996,0.017347305928441612,11,12.53
195,11.0,0.37627099809304654,0.013801081783392212,11,12.52
196,9.0,0.3743896431025813,0.018600886325455375,9,12.44
197,10.0,0.37251769488706843,0.01442607371136546,10,12.43
198,10.0,0.3706551064126331,0.02193630626425147,10,12.44
199,8.0,0.36880183088056995,0.01586911192862317,8,12.35
200,11.0,0.3669578217261671,0.015187710417773236,11,12.34
201,12.0,0.36512303261753626,0.013884048986559113,12,12.36
202,9.0,0.3632974174544486,0.014214009667436281,9,12.33
203,8.0,0.3614809303671764,0.020869390573352575,8,12.27
204,10.0,0.3596735257153405,0.014496061753015965,10,12.24
205,8.0,0.3578751580867638,0.01679372531361878,8,12.23
206,11.0,0.35608578229633,0.014887114013121887,11,12.23
207,8.0,0.3543053533848483,0.0190342681016773,8,12.13
208,11.0,0.35253382661792404,0.01767021989111196,11,12.12
209,12.0,0.3507711574848344,0.013677364137644569,12,12.11
210,13.0,0.34901730169741024,0.01798780384258582,13,12.13
211,12.0,0.3472722151889232,0.01652894401922822,12,12.17
212,8.0,0.3455358541129786,0.014231770765036345,8,12.15
213,8.0,0.3438081748424137,0.015852307144086808,8,12.14
214,17.0,0.3420891339682016,0.013544662006418495,17,12.21
215,9.0,0.3403786882983606,0.012427959591150284,9,12.19
216,14.0,0.3386767948568688,0.014966061072690147,14,12.06
217,9.0,0.33698341088258443,0.014818680472671986,9,12.04
218,12.0,0.3352984938281715,0.015228024101816118,12,12.06
219,8.0,0.33362200135903064,0.014208752079866827,8,12.02
220,11.0,0.33195389135223546,0.019578604789620094,11,11.97
221,11.0,0.3302941218954743,0.013553791383112019,11,11.96
222,16.0,0.32864265128599696,0.014331449114251882,16,12.03
223,13.0,0.326999438029567,0.013380995736672329,13,12.05
224,9.0,0.3253644408394192,0.014608750895907482,9,12.03
225,17.0,0.3237376186352221,0.01331306150292649,17,12.05
226,9.0,0.322118930542046,0.013463211659755971,9,12.01
227,10.0,0.32050833588933575,0.016860565124079584,10,12.0
228,8.0,0.31890579420988907,0.017709024716168642,8,11.92
229,32.0,0.3173112652388396,0.014616314016166143,32,12.16
230,12.0,0.3157247089126454,0.013028589310124516,12,12.19
231,11.0,0.3141460853680822,0.01616174846210263,11,12.2
232,11.0,0.3125753549412418,0.01465110895647244,11,12.19
233,11.0,0.31101247816653554,0.016206350854851982,11,12.2
234,15.0,0.30945741577570285,0.01528710313141346,15,12.22
235,12.0,0.3079101286968243,0.01284013482897232,12,12.24
236,10.0,0.3063705780533402,0.0148996040225029,10,12.23
237,8.0,0.30483872516307353,0.012104266439564526,8,12.18
238,10.0,0.3033145315372582,0.013505183137021958,10,12.17
239,8.0,0.3017979588795719,0.01256701716920361,8,12.17
240,8.0,0.30028896908517405,0.0162450511706993,8,12.15
241,9.0,0.2987875242397482,0.01294927459417118,9,12.16
242,12.0,0.29729358661854943,0.013676484930329025,12,12.2
243,14.0,0.29580711868545667,0.014527045522949525,14,12.21
244,9.0,0.2943280830920294,0.01244487256432573,9,12.15
245,9.0,0.29285644267656924,0.014523066994216707,9,12.14
246,8.0,0.2913921604631864,0.010722210950916633,8,11.81
247,9.0,0.28993519966087045,0.014027939902411567,9,11.75
248,11.0,0.2884855236625661,0.011859397911889986,11,11.76
249,8.0,0.28704309604425327,0.00959138385951519,8,11.74
250,8.0,0.285607880564032,0.012970424722880125,8,11.72
251,10.0,0.28417984116121187,0.01127358921803534,10,11.74
252,10.0,0.2827589419554058,0.011055516928900033,10,11.7
253,10.0,0.28134514724562876,0.014581344043835997,10,11.66
254,8.0,0.2799384215094006,0.015074087539687753,8,11.63
255,10.0,0.27853872940185365,0.014524557255208492,10,11.42
256,8.0,0.27714603575484437,0.011110883380752057,8,11.39
257,10.0,0.2757603055760701,0.012385491468012332,10,11.24
258,8.0,0.2743815040481898,0.011302532540867105,8,11.12
259,8.0,0.2730095965279488,0.010375180747359991,8,11.11
260,10.0,0.27164454854530906,0.01583516215905547,10,11.11
261,10.0,0.2702863258025825,0.013652331428602338,10,11.12
262,10.0,0.2689348941735696,0.012951360363513232,10,11.07
263,9.0,0.26759021970270175,0.019909925241437223,9,10.99
264,13.0,0.2662522686041882,0.013397433006992707,13,10.99
265,9.0,0.2649210072611673,0.014591732165879674,9,10.83
266,10.0,0.26359640222486147,0.01427747318521142,10,10.84
267,14.0,0.26227842021373715,0.012117791305562215,14,10.9
268,8.0,0.2609670281126685,0.012810532236471772,8,10.84
269,12.0,0.25966219297210513,0.014014595421031117,12,10.81
270,10.0,0.2583638820072446,0.01463457471691072,10,10.79
271,10.0,0.2570720625972084,0.020109355077147485,10,10.75
272,12.0,0.25578670228422234,0.014893752483961483,12,10.79
273,10.0,0.25450776877280124,0.01350708189420402,10,10.77
274,11.0,0.2532352299289372,0.014420722357251427,11,10.76
275,10.0,0.2519690537792925,0.012484207889065147,10,10.78
276,12.0,0.2507092085103961,0.015354463752980033,12,10.82
277,8.0,0.2494556624678441,0.013654327834956348,8,10.66
278,11.0,0.24820838415550486,0.01442998359826478,11,10.58
279,9.0,0.24696734223472733,0.015003619456870688,9,10.59
280,10.0,0.2457325055235537,0.012882319651544094,10,10.58
281,8.0,0.24450384299593592,0.012085889873560518,8,10.55
282,10.0,0.24328132378095624,0.0126216113101691,10,10.57
283,10.0,0.24206491716205145,0.01478063678368926,10,10.51
284,10.0,0.2408545925762412,0.014858598075807094,10,10.52
285,16.0,0.23965031961336,0.013625268416944891,16,10.59
286,8.0,0.2384520680152932,0.01548433443531394,8,10.49
287,10.0,0.23725980767521673,0.010419965395703912,10,10.49
288,10.0,0.23607350863684065,0.01335197538137436,10,10.51
289,8.0,0.23489314109365644,0.011080947908340022,8,10.51
290,13.0,0.23371867538818816,0.011748721106694294,13,10.51
291,8.0,0.23255008201124722,0.012694742996245623,8,10.5
292,9.0,0.231387331601191,0.01042441089844538,9,10.48
293,10.0,0.23023039494318503,0.015457333158701658,10,10.48
294,9.0,0.2290792429684691,0.008985517792300217,9,10.46
295,8.0,0.22793384675362674,0.011561366904061288,8,10.43
296,8.0,0.22679417751985861,0.016607686411589384,8,10.42
297,9.0,0.22566020663225933,0.01817443475334181,9,10.41
298,12.0,0.22453190559909803,0.01432905838980029,12,10.43
299,9.0,0.22340924607110255,0.013297995500680473,9,10.44
300,10.0,0.22229219984074702,0.01222712961025536,10,10.43
301,8.0,0.2211807388415433,0.011002996179740876,8,10.39
302,8.0,0.22007483514733558,0.013544136425480247,8,10.38
303,8.0,0.2189744609715989,0.014225831691874191,8,10.38
304,9.0,0.2178795886667409,0.015027352091338899,9,10.37
305,9.0,0.2167901907234072,0.01064724594147669,9,10.38
306,10.0,0.21570623976979014,0.011270443140529097,10,10.37
307,10.0,0.21462770857094118,0.014649162557907403,10,10.39
308,8.0,0.21355457002808648,0.013404145371168852,8,10.36
309,10.0,0.21248679717794605,0.009974487777799367,10,10.34
310,10.0,0.21142436319205632,0.010176262899767608,10,10.31
311,8.0,0.21036724137609603,0.013481701316777617,8,10.27
312,10.0,0.20931540516921554,0.014380082627758384,10,10.29
313,10.0,0.20826882814336947,0.012610746081918478,10,10.31
314,10.0,0.20722748400265262,0.015130079141817987,10,10.24
315,10.0,0.20619134658263935,0.010802288819104434,10,10.25
316,10.0,0.20516038984972615,0.014120558276772499,10,10.21
317,14.0,0.2041345879004775,0.019485163635441234,14,10.26
318,8.0,0.2031139149609751,0.012920084467623383,8,10.22
319,8.0,0.20209834538617025,0.009489563963143155,8,10.22
320,8.0,0.2010878536592394,0.016065684147179127,8,10.19
321,13.0,0.2000824143909432,0.012559525202959776,13,10.21
322,23.0,0.19908200231898848,0.01183678778698263,23,10.28
323,8.0,0.19808659230739353,0.3781169671565294,8,10.23
324,10.0,0.19709615934585656,0.19874487593770027,10,10.24
325,10.0,0.19611067854912728,0.07356267422437668,10,10.17
326,9.0,0.19513012515638165,0.04054567383395301,9,10.17
327,11.0,0.19415447453059972,0.020269386724314907,11,10.18
328,35.0,0.19318370215794672,0.023756885528564455,35,10.45
329,11.0,0.192217783647157,0.019932269542054695,11,10.24
330,28.0,0.1912566947289212,0.020517186577697948,28,10.4
331,26.0,0.1903004112552766,0.01961313494337866,26,10.55
332,28.0,0.18934890919900021,0.019262064514415606,28,10.72
333,25.0,0.18840216465300522,0.018978750724345447,25,10.86
334,34.0,0.18746015382974018,0.016580860404407278,34,11.05
335,11.0,0.1865228530605915,0.026633549481630325,11,11.04
336,24.0,0.18559023879528855,0.016927028850962717,24,11.18
337,24.0,0.1846622876013121,0.018102978365883853,24,11.34
338,34.0,0.18373897616330553,0.019198779482394457,34,11.58
339,23.0,0.182820281282489,0.01995320047211388,23,11.73
340,16.0,0.18190617987607657,0.019429947569733486,16,11.81
341,24.0,0.18099664897669618,0.017903106675172847,24,11.96
342,31.0,0.1800916657318127,0.017833108563096292,31,12.15
343,28.0,0.17919120740315364,0.018655889451370707,28,12.29
344,30.0,0.17829525136613786,0.019123919152965147,30,12.5
345,12.0,0.17740377510930716,0.019235991523601115,12,12.53
346,28.0,0.17651675623376062,0.015705571260436306,28,12.73
347,30.0,0.1756341724525918,0.018258244171738623,30,12.94
348,30.0,0.17475600159032884,0.01526709459722042,30,13.13
349,28.0,0.17388222158237718,0.015337301991946464,28,13.33
350,22.0,0.1730128104744653,0.018890238472853194,22,13.47
351,36.0,0.17214774642209296,0.01392868255627238,36,13.73
352,27.0,0.1712870076899825,0.013357363770612411,27,13.9
353,25.0,0.17043057265153258,0.01864755118265748,25,14.05
354,28.0,0.16957841978827493,0.017470582072356983,28,14.25
355,35.0,0.16873052768933355,0.015499195409938693,35,14.5
356,29.0,0.1678868750508869,0.011947584619488695,29,14.71
357,36.0,0.16704744067563246,0.01257343840229118,36,14.97
358,11.0,0.1662122034722543,0.01711837612939152,11,15.0
359,22.0,0.16538114245489302,0.013125252338464965,22,15.14
360,11.0,0.16455423674261854,0.015927020164037294,11,15.15
361,26.0,0.16373146555890544,0.013887309827483617,26,15.31
362,31.0,0.16291280823111093,0.014148341491818428,31,15.52
363,13.0,0.16209824418995536,0.016567390483732406,13,15.56
364,41.0,0.16128775296900558,0.015230626401650469,41,15.84
365,25.0,0.16048131420416054,0.015956041552126408,25,16.0
366,11.0,0.15967890763313974,0.021700080611150373,11,16.01
367,26.0,0.15888051309497406,0.0143680512958851,26,16.13
368,39.0,0.1580861105294992,0.013148251616467651,39,16.44
369,25.0,0.1572956799768517,0.015304986592382193,25,16.57
370,38.0,0.15650920157696743,0.015622147640801574,38,16.85
371,22.0,0.1557266555690826,0.011612409275998785,22,16.97
372,11.0,0.1549480222912372,0.029938209209252487,11,16.96
373,35.0,0.15417328217978102,0.01604041747881898,35,17.21
374,27.0,0.1534024157688821,0.015574492177822523,27,17.37
375,11.0,0.1526354036900377,0.011132310546765273,11,17.38
376,9.0,0.1518722266715875,0.009741786039537854,9,17.35
377,49.0,0.15111286553822956,0.01839786560312674,49,17.76
378,36.0,0.15035730121053842,0.014926050485680915,36,18.01
379,42.0,0.14960551470448571,0.015869288877140553,42,18.34
380,11.0,0.14885748713096328,0.02518223894929344,11,18.35
381,11.0,0.14811319969530845,0.018963932313702324,11,18.38
382,47.0,0.1473726336968319,0.017771349224123233,47,18.75
383,11.0,0.14663577052834775,0.023821517063135452,11,18.76
384,9.0,0.14590259167570602,0.022908283294075064,9,18.75
385,23.0,0.1451730787173275,0.016846603025560795,23,18.82
386,34.0,0.14444721332374086,0.019161575871026692,34,19.08
387,41.0,0.14372497725712216,0.015651392233671575,41,19.39
388,11.0,0.14300635237083656,0.01848665684122931,11,19.4
389,24.0,0.14229132060898236,0.01774902829977994,24,19.56
390,11.0,0.14157986400593744,0.036851637361740526,11,19.54
391,9.0,0.14087196468590776,0.02266660084327062,9,19.55
392,10.0,0.14016760486247823,0.0254318542778492,10,19.56
393,27.0,0.13946676683816583,0.021937495787386543,27,19.73
394,22.0,0.138769433003975,0.014437215529720892,22,19.86
395,22.0,0.13807558583895513,0.015783004886047405,22,20.0
396,10.0,0.13738520790976036,0.00904549085535109,10,20.02
397,45.0,0.13669828187021155,0.023968041476069225,45,20.38
398,10.0,0.13601479046086049,0.03208921896293759,10,20.36
399,12.0,0.1353347165085562,0.025080345493430894,12,20.39
400,9.0,0.1346580429260134,0.0306038961538838,9,20.38
401,28.0,0.13398475271138335,0.015106260119604744,28,20.58
402,11.0,0.13331482894782642,0.02224085907536474,11,20.61
403,11.0,0.13264825480308728,0.019654571121050554,11,20.64
404,11.0,0.13198501352907185,0.023024485234848478,11,20.66
405,11.0,0.1313250884614265,0.01964091082018885,11,20.68
406,11.0,0.13066846301911936,0.01783096468584104,11,20.69
407,29.0,0.13001512070402377,0.020535615947226,29,20.88
408,10.0,0.12936504510050365,0.023428616207093002,10,20.9
409,9.0,0.12871821987500112,0.01868979451763961,9,20.89
410,49.0,0.12807462877562611,0.01856783725682418,49,21.28
411,11.0,0.12743425563174798,0.22465420522811738,11,21.31
412,26.0,0.12679708435358925,0.16868186297898108,26,21.47
413,67.0,0.1261630989318213,0.034882000522382224,67,22.04
414,11.0,0.1255322834371622,0.038412212817506355,11,22.05
415,61.0,0.12490462201997637,0.031932243291044334,61,22.56
416,23.0,0.1242800989098765,0.0386620774946135,23,22.69
417,11.0,0.12365869841532712,0.05256917513906956,11,22.66
418,56.0,0.12304040492325048,0.02376478018205879,56,23.14
419,40.0,0.12242520289863423,0.03811554313870147,40,23.46
420,51.0,0.12181307688414106,0.030140594844067215,51,23.89
421,38.0,0.12120401149972035,0.02860008642126463,38,24.14
422,51.0,0.12059799144222175,0.026491466074195856,51,24.42
423,11.0,0.11999500148501063,0.028861812061884186,11,24.45
424,75.0,0.11939502647758558,0.0369424723709623,75,25.1
425,39.0,0.11879805134519765,0.036550609538188346,39,25.39
426,38.0,0.11820406108847166,0.026925319793487067,38,25.68
427,39.0,0.1176130407830293,0.024653430968427505,39,25.96
428,11.0,0.11702497557911415,0.038322005505588924,11,25.72
429,11.0,0.11643985070121858,0.03242534407499162,11,25.72
430,10.0,0.11585765144771248,0.026956603024154903,10,25.54
431,23.0,0.11527836319047392,0.047646403110221676,23,25.51
432,35.0,0.11470197137452155,0.03583535571981754,35,25.58
433,37.0,0.11412846151764894,0.033657674388204877,37,25.7
434,31.0,0.1135578192100607,0.024393893042278868,31,25.67
435,41.0,0.11299003011401039,0.04414991130370919,41,25.97
436,14.0,0.11242507996344034,0.0513215996325016,14,25.87
437,39.0,0.11186295456362313,0.03478861970301622,39,26.02
438,10.0,0.11130363979080501,0.04062342643737793,10,25.78
439,39.0,0.11074712159185099,0.03229120101493139,39,25.94
440,9.0,0.11019338598389174,0.027447539743863873,9,25.87
441,10.0,0.10964241905397228,0.034013786586001515,10,25.73
442,42.0,0.10909420695870241,0.03570316931498902,42,25.84
443,11.0,0.1085487359239089,0.04334348186173222,11,25.67
444,43.0,0.10800599224428936,0.023361127341685946,43,25.8
445,11.0,0.10746596228306791,0.029216560027138752,11,25.79
446,10.0,0.10692863247165257,0.01648752740584314,10,25.61
447,48.0,0.1063939893092943,0.030291791200094547,48,25.79
448,31.0,0.10586201936274783,0.029763941758222157,31,25.8
449,11.0,0.10533270926593409,0.03829549405385147,11,25.63
450,52.0,0.10480604571960442,0.030041046127175484,52,25.93
451,41.0,0.1042820154910064,0.041971802541122934,41,25.98
452,11.0,0.10376060541355137,0.03694000349126079,11,25.82
